"cell","tsbin","t","Method","Order.q","SC","qD","qD.LCL","qD.UCL","nT","nOcc","Sobs","Chat","GoodU","Mrate","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","occurrence_no","collection_no","reference_no","bin_midpoint","cell_lng","cell_lat","qD_raw","stage","bin_index","bin","abs_lat","hemisphere","abs_lat_bin_mid","lat_zone","qD_normalized","slope_filter_id","data_role"
2152,"377.23_2152",80.23358484,"Rarefaction",0,0.699999994,41.61262988,17.93439413,65.29086563,154,154,60,0.7796,0.779220779,0.433333333,34,4,8,5,2,2,1,1,1,1,154,44,13,377.23,31.55219329,-18.14784669,41.61262988,"Frasnian",13,24,18.14784669,"Southern",17.79942,"tropical",100,"collection5","slope"
5364,"253.021_5364",79.30443863,"Rarefaction",0,0.699999956,41.46651297,36.44419888,46.48882706,348,348,80,0.9226,0.922413793,0.6625,27,11,12,6,8,1,2,3,3,1,348,72,21,253.021,55.55137252,-40.40562266,41.46651297,"Changhsingian",7,30,40.40562266,"Southern",39.740101,"temperate",52.1321744343371,"collection5","slope"
2160,"250.901_2160",1.009929256,"Rarefaction",0,0.699998566,1.003008865,0.392266268,1.613751463,12,12,2,1,1,1,0,1,0,0,0,0,0,0,0,1,12,10,4,250.901,38.45076516,6.15e-09,1.003008865,"Induan",19,18,6.15e-09,"Northern",1.592369,"tropical",4.17916297921987,"collection5","slope"
2161,"77.9_2161",9.316303742,"Extrapolation",0,0.7,5.1,0.330195822,9.869804178,9,9,5,0.6923,0.666666667,0.4,3,1,0,1,0,0,0,0,0,0,9,6,1,77.9,39.50198614,2.514673825,5.1,"Campanian",19,18,2.514673825,"Northern",1.592369,"tropical",4.33320964257213,"collection5","slope"
2167,"390.71_2167",86.92849551,"Rarefaction",0,0.700000001,43.3182418,23.19275862,63.44372497,96,96,46,0.7092,0.708333333,0.391304348,28,4,6,3,2,1,2,0,0,0,96,28,13,390.71,19.07190177,-46.36030997,43.3182418,"Eifelian",5,32,46.36030997,"Southern",48.647908,"temperate",40.9634615933941,"collection5","slope"
2170,"365.505_2170",20.13149309,"Extrapolation",0,0.7,10.3875,0,21.56336947,16,16,9,0.641,0.625,0.333333333,6,2,0,0,0,1,0,0,0,0,16,11,2,365.505,23.65240067,-40.11980054,10.3875,"Famennian",7,30,40.11980054,"Southern",39.740101,"temperate",12.347852489739,"collection5","slope"
2177,"158.15_2177",64.18928771,"Extrapolation",0,0.7,42.05795455,32.19621028,51.91969882,64,64,42,0.698,0.6875,0.523809524,20,22,0,0,0,0,0,0,0,0,64,5,3,158.15,31.63569079,-24.64483631,42.05795455,"Oxfordian",11,26,24.64483631,"Southern",24.63659,"tropical",43.4513006198847,"collection5","slope"
2178,"166.75_2178",75.62442707,"Rarefaction",0,0.699999987,40.81550455,35.33735668,46.29365242,178,178,62,0.8548,0.853932584,0.580645161,26,13,7,2,4,3,3,0,3,0,178,23,5,166.75,32.56285339,-22.39110689,40.81550455,"Bathonian",12,25,22.39110689,"Southern",21.178301,"tropical",62.6438777231763,"collection5","slope"
2178,"169.55_2178",27.29177757,"Rarefaction",0,0.699999969,14.16609273,7.640080071,20.69210539,70,70,24,0.8159,0.814285714,0.458333333,13,4,0,2,2,0,0,0,0,2,70,12,1,169.55,32.56285339,-22.39110689,14.16609273,"Bajocian",12,25,22.39110689,"Southern",21.178301,"tropical",23.6342613547763,"collection5","slope"
2178,"163.4_2178",87.49948626,"Rarefaction",0,0.699999962,45.71026821,43.64299083,47.77754559,2142,2142,151,0.9888,0.988795518,0.841059603,24,23,13,10,9,7,5,6,3,5,2142,201,10,163.4,32.56285339,-22.39110689,45.71026821,"Callovian",12,25,22.39110689,"Southern",21.178301,"tropical",67.1073074423069,"collection5","slope"
2182,"244.082_2182",75.85207989,"Extrapolation",0,0.7,39.89137931,19.66152876,60.12122986,58,58,34,0.6415,0.637931034,0.382352941,21,6,5,1,0,1,0,0,0,0,58,12,6,244.082,35.91266042,-13.41584964,39.89137931,"Anisian",14,23,13.41584964,"Southern",14.483604,"tropical",39.7978285840368,"collection5","slope"
2186,"261.895_2186",24.15537675,"Rarefaction",0,0.699999933,11.72698568,0,39.43627455,32,32,14,0.7208,0.71875,0.357142857,9,1,1,1,0,1,0,1,0,0,32,12,4,261.895,38.82539416,-4.652406731,11.72698568,"Capitanian",17,20,4.652406731,"Southern",4.782054,"tropical",11.6865323043403,"collection5","slope"
2186,"1.29585_2186",92.19119206,"Rarefaction",0,0.699999928,51.25104781,46.2548398,56.24725582,304,304,86,0.8983,0.898026316,0.639534884,31,14,7,5,11,3,5,2,5,1,304,22,3,1.29585,38.82539416,-4.652406731,51.25104781,"Pleistocene",17,20,4.652406731,"Southern",4.782054,"tropical",20.0545163858061,"collection5","slope"
2187,"256.825_2187",32.89109249,"Rarefaction",0,0.699999942,17.40648638,15.2661824,19.54679035,553,553,60,0.9639,0.963833635,0.666666667,20,7,6,7,1,2,1,0,2,2,553,168,24,256.825,39.50198614,-2.514673813,17.40648638,"Wuchiapingian",18,19,2.514673813,"Southern",1.592369,"tropical",23.8532806557691,"collection5","slope"
2191,"416.32_2191",4.46296515,"Rarefaction",0,0.699999533,2.986934904,1.285847929,4.68802188,10,10,4,0.9182,0.9,0.75,1,1,1,1,0,0,0,0,0,0,10,5,1,416.32,41.56911377,4.295219968,2.986934904,"Lochkovian",20,17,4.295219968,"Northern",4.782054,"tropical",3.17746428962124,"collection5","slope"
2193,"270.65_2193",17.27861622,"Rarefaction",0,0.700000058,9.799280808,8.011136914,11.5874247,135,135,19,0.9855,0.985185185,0.894736842,2,3,1,2,5,0,1,0,0,0,135,39,3,270.65,40.12816326,8.66818107,9.799280808,"Roadian",21,16,8.66818107,"Northern",7.986719,"tropical",8.5750230668861,"collection5","slope"
2201,"25.17_2201",11.17022592,"Rarefaction",0,0.692307692,7.405078204,2.054738168,12.75541824,13,13,8,0.7265,0.692307692,0.5,4,3,1,0,0,0,0,0,0,0,13,6,1,25.17,33.59619951,26.61743185,7.405078204,"Chattian",27,10,26.61743185,"Northern",28.1939,"tropical",5.35908690553243,"collection5","slope"
2202,"296.21_2202",7.264111869,"Rarefaction",0,0.666666667,4.421370623,0.107203121,8.735538125,9,9,5,0.7037,0.666666667,0.4,3,0,2,0,0,0,0,0,0,0,9,7,3,296.21,32.64594399,28.87385697,4.421370623,"Asselian",27,10,28.87385697,"Northern",28.1939,"tropical",7.62303189671099,"collection5","slope"
2203,"291.81_2203",27.7702875,"Rarefaction",0,0.699999999,16.58177747,5.276269508,27.88728544,33,33,18,0.7701,0.757575758,0.555555556,8,7,1,2,0,0,0,0,0,0,33,10,4,291.81,31.6531125,31.12428089,16.58177747,"Sakmarian",28,9,31.12428089,"Northern",31.874494,"temperate",35.5866545622459,"collection5","slope"
2204,"286.7_2204",24.83119071,"Rarefaction",0,0.699999864,13.92435461,4.938887242,22.90982198,60,60,22,0.8006,0.8,0.454545455,12,1,2,0,4,1,2,0,0,0,60,28,3,286.7,30.61256477,33.36576781,13.92435461,"Artinskian",28,9,33.36576781,"Northern",31.874494,"temperate",20.577986087533,"collection5","slope"
2205,"52.035_2205",32.35258262,"Rarefaction",0,0.705882353,17.51084931,8.963808889,26.05788973,34,34,18,0.7128,0.705882353,0.444444444,10,4,1,2,1,0,0,0,0,0,34,7,4,52.035,29.51851414,35.59526856,17.51084931,"Ypresian",29,8,35.59526856,"Northern",35.709438,"temperate",13.1069030049663,"collection5","slope"
2206,"30.6_2206",23.20267565,"Rarefaction",0,0.699999979,13.52704879,7.448974565,19.60512301,33,33,16,0.7952,0.787878788,0.5625,7,4,3,1,1,0,0,0,0,0,33,11,1,30.6,28.36442553,37.80961028,13.52704879,"Rupelian",30,7,37.80961028,"Northern",39.740101,"temperate",9.54088480660208,"collection5","slope"
2208,"169.55_2208",34.5029628,"Rarefaction",0,0.700000139,19.80494965,15.90642202,23.70347728,59,59,25,0.87,0.86440678,0.68,8,10,2,1,3,1,0,0,0,0,59,10,3,169.55,25.84552077,42.17941346,19.80494965,"Bajocian",31,6,42.17941346,"Northern",44.024286,"temperate",33.0419520094646,"collection5","slope"
2208,"134.825_2208",35.73512067,"Rarefaction",0,0.699999911,19.97786974,18.19996962,21.75576986,441,441,57,0.9571,0.9569161,0.666666667,19,15,1,1,0,0,0,1,2,3,441,92,9,134.825,25.84552077,42.17941346,19.97786974,"Valanginian",31,6,42.17941346,"Northern",44.024286,"temperate",60.9678072687002,"collection5","slope"
2208,"146.15_2208",12.46517292,"Rarefaction",0,0.699999984,7.165458765,5.404015974,8.926901557,101,101,21,0.8715,0.871287129,0.380952381,13,1,1,0,0,0,0,0,1,1,101,24,7,146.15,25.84552077,42.17941346,7.165458765,"Tithonian",31,6,42.17941346,"Northern",44.024286,"temperate",13.0866442426974,"collection5","slope"
2208,"166.75_2208",57.26571665,"Rarefaction",0,0.699999964,27.83244967,22.42926497,33.23563436,246,246,65,0.8663,0.865853659,0.492307692,33,15,2,4,1,1,0,1,1,0,246,50,9,166.75,25.84552077,42.17941346,27.83244967,"Bathonian",31,6,42.17941346,"Northern",44.024286,"temperate",42.717408325262,"collection5","slope"
2208,"163.4_2208",34.59791476,"Extrapolation",0,0.7,21.60394737,0,48.33303522,19,19,15,0.4435,0.421052632,0.266666667,11,4,0,0,0,0,0,0,0,0,19,11,6,163.4,25.84552077,42.17941346,21.60394737,"Callovian",31,6,42.17941346,"Northern",44.024286,"temperate",31.716784759728,"collection5","slope"
2208,"140.075_2208",10.55311308,"Rarefaction",0,0.700000475,6.310042325,3.428850627,9.191234024,43,43,12,0.8616,0.860465116,0.5,6,1,0,0,0,1,3,1,0,0,43,10,6,140.075,25.84552077,42.17941346,6.310042325,"Berriasian",31,6,42.17941346,"Northern",44.024286,"temperate",22.5229245703167,"collection5","slope"
2208,"152_2208",127.6484835,"Extrapolation",0,0.7,68.31538462,15.7465754,120.8841938,65,65,44,0.5115,0.507692308,0.272727273,32,8,2,0,1,1,0,0,0,0,65,14,8,152,25.84552077,42.17941346,68.31538462,"Kimmeridgian",31,6,42.17941346,"Northern",44.024286,"temperate",100,"collection5","slope"
2209,"12.725_2209",142.2456333,"Rarefaction",0,0.700000013,81.02492215,71.68085228,90.36899202,250,250,105,0.8327,0.832,0.6,42,23,12,15,12,1,0,0,0,0,250,10,7,12.725,24.4627269,44.32775068,81.02492215,"Serravallian",31,6,44.32775068,"Northern",44.024286,"temperate",30.4059743131238,"collection5","slope"
2212,"12.725_2212",565.379061,"Rarefaction",0,0.700000001,266.4769802,219.5628651,313.3910954,653,653,292,0.7169,0.71669219,0.366438356,185,36,22,18,11,5,7,1,0,0,653,56,18,12.725,19.68470251,50.579076,266.4769802,"Serravallian",32,5,50.579076,"Northern",48.647908,"temperate",100,"collection5","slope"
2212,"39.37_2212",30.56093419,"Rarefaction",0,0.700000026,18.66023721,14.49286562,22.8276088,40,40,21,0.8098,0.8,0.619047619,8,8,4,1,0,0,0,0,0,0,40,5,2,39.37,19.68470251,50.579076,18.66023721,"Bartonian",32,5,50.579076,"Northern",48.647908,"temperate",11.7357237548234,"collection5","slope"
2217,"106.85_2217",22.34402895,"Rarefaction",0,0.699999745,13.03270309,11.02406565,15.04134052,58,58,18,0.95,0.948275862,0.833333333,3,3,7,2,2,0,0,0,0,1,58,39,1,106.85,44.78571894,1.320576367,13.03270309,"Albian",19,18,1.320576367,"Northern",1.592369,"tropical",14.7805337379448,"collection5","slope"
2218,"97.2_2218",16.87079117,"Extrapolation",0,0.7,10.9,0,22.00553445,12,12,9,0.5417,0.5,0.333333333,6,3,0,0,0,0,0,0,0,0,12,10,1,97.2,44.29255339,4.070945924,10.9,"Cenomanian",20,17,4.070945924,"Northern",4.782054,"tropical",15.0156379528023,"collection5","slope"
2218,"35.805_2218",9.159021897,"Rarefaction",0,0.70000029,5.382296751,0.657314425,10.10727908,15,15,7,0.7455,0.733333333,0.428571429,4,0,1,2,0,0,0,0,0,0,15,10,1,35.805,44.29255339,4.070945924,5.382296751,"Priabonian",20,17,4.070945924,"Northern",4.782054,"tropical",2.17981765020351,"collection5","slope"
2223,"416.32_2223",9.63849814,"Rarefaction",0,0.699999565,5.70686837,3.662947614,7.750789126,37,37,10,0.9232,0.918918919,0.7,3,3,0,0,1,1,0,1,1,0,37,13,2,416.32,40.61102204,14.94708265,5.70686837,"Lochkovian",23,14,14.94708265,"Northern",14.483604,"tropical",6.07089576239521,"collection5","slope"
2223,"1.29585_2223",195.2998259,"Extrapolation",0,0.7,103.2884228,80.87400214,125.7028435,149,149,88,0.639,0.637583893,0.386363636,54,16,9,9,0,0,0,0,0,0,149,6,3,1.29585,40.61102204,14.94708265,103.2884228,"Pleistocene",23,14,14.94708265,"Northern",14.483604,"tropical",40.4167223114315,"collection5","slope"
2229,"1.29585_2229",83.12879539,"Rarefaction",0,0.69999996,44.13668089,31.57129788,56.7020639,117,117,53,0.7707,0.769230769,0.490566038,27,10,9,3,2,0,0,1,0,0,117,29,4,1.29585,35.63244707,28.53286266,44.13668089,"Pleistocene",27,10,28.53286266,"Northern",28.1939,"tropical",17.2706671950401,"collection5","slope"
4495,"0.00585_4495",15.90776236,"Rarefaction",0,0.699999624,9.601205885,6.985689296,12.21672247,27,27,12,0.8624,0.851851852,0.666666667,4,4,1,3,0,0,0,0,0,0,27,5,1,0.00585,-51.95627068,-31.79203392,9.601205885,"Holocene",9,28,31.79203392,"Southern",31.874494,"temperate",11.2412072526632,"collection5","slope"
2231,"291.81_2231",10.8255096,"Extrapolation",0,0.7,7.1,0,15.76912906,8,8,6,0.5625,0.5,0.333333333,4,2,0,0,0,0,0,0,0,0,8,6,2,291.81,33.74101273,33.08656458,7.1,"Sakmarian",28,9,33.08656458,"Northern",31.874494,"temperate",15.2375249184879,"collection5","slope"
2231,"286.7_2231",27.81319586,"Extrapolation",0,0.7,17.25714286,10.96971867,23.54456704,27,27,17,0.6855,0.666666667,0.470588235,9,7,0,1,0,0,0,0,0,0,27,14,5,286.7,33.74101273,33.08656458,17.25714286,"Artinskian",28,9,33.08656458,"Northern",31.874494,"temperate",25.5033181522551,"collection5","slope"
2232,"179.45_2232",28.71079136,"Extrapolation",0,0.7,17.22071429,9.000303638,25.44112493,28,28,17,0.6913,0.678571429,0.470588235,9,5,3,0,0,0,0,0,0,0,28,6,2,179.45,32.73405378,35.35289101,17.22071429,"Toarcian",29,8,35.35289101,"Northern",35.709438,"temperate",37.8830789594606,"collection5","slope"
2232,"286.7_2232",13.02583604,"Extrapolation",0,0.7,6.05,2.312054819,9.787945181,10,10,5,0.6276,0.6,0.2,4,0,0,0,0,1,0,0,0,0,10,8,1,286.7,32.73405378,35.35289101,6.05,"Artinskian",29,8,35.35289101,"Northern",35.709438,"temperate",8.94093976464555,"collection5","slope"
2232,"18.215_2232",26.43085877,"Extrapolation",0,0.7,15.23333333,4.990423541,25.47624313,20,20,13,0.6152,0.6,0.384615385,8,3,2,0,0,0,0,0,0,0,20,5,3,18.215,32.73405378,35.35289101,15.23333333,"Burdigalian",29,8,35.35289101,"Northern",35.709438,"temperate",5.17673751970573,"collection5","slope"
2232,"9.438_2232",92.29637342,"Rarefaction",0,0.70000004,51.52090644,44.43649276,58.60532013,151,151,65,0.8295,0.82781457,0.6,26,19,6,7,4,2,0,0,1,0,151,17,3,9.438,32.73405378,35.35289101,51.52090644,"Tortonian",29,8,35.35289101,"Northern",35.709438,"temperate",33.940762068049,"collection5","slope"
2237,"291.81_2237",50.88221001,"Extrapolation",0,0.7,29.13269231,0,60.03816204,26,26,19,0.4736,0.461538462,0.263157895,14,4,0,1,0,0,0,0,0,0,26,11,3,291.81,26.84814946,46.43339831,29.13269231,"Sakmarian",32,5,46.43339831,"Northern",48.647908,"temperate",62.5225528191922,"collection5","slope"
2238,"12.725_2238",76.23496677,"Rarefaction",0,0.69999996,41.77063326,35.30907726,48.23218926,195,195,64,0.8776,0.876923077,0.625,24,12,7,7,5,5,0,0,0,2,195,24,8,12.725,25.44482132,48.57261454,41.77063326,"Serravallian",32,5,48.57261454,"Northern",48.647908,"temperate",15.6751375779813,"collection5","slope"
2241,"1.29585_2241",35.71954944,"Rarefaction",0,0.69999975,20.04275727,16.15865855,23.92685599,113,113,33,0.8946,0.89380531,0.636363636,12,5,3,3,2,5,0,1,0,0,113,18,1,1.29585,20.57962877,54.76314349,20.04275727,"Pleistocene",33,4,54.76314349,"Northern",53.750124,"temperate",7.84272363714527,"collection5","slope"
2243,"250.901_2243",19.99992632,"Rarefaction",0,1,1,1,1,20,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20,1,250.901,46.62418421,-2.653054193,1,"Induan",18,19,2.653054193,"Southern",1.592369,"tropical",4.16662616358817,"collection5","slope"
2243,"256.825_2243",7.442803682,"Rarefaction",0,0.69999988,3.814075928,0.59835028,7.029801575,31,31,9,0.809,0.806451613,0.333333333,6,0,0,2,0,0,0,0,0,0,31,22,2,256.825,46.62418421,-2.653054193,3.814075928,"Wuchiapingian",18,19,2.653054193,"Southern",1.592369,"tropical",5.2266851314422,"collection5","slope"
2244,"338.5_2244",66.82625736,"Extrapolation",0,0.7,39.6375,16.63220807,62.64279193,56,56,36,0.632,0.625,0.416666667,21,11,3,1,0,0,0,0,0,0,56,5,1,338.5,47.24830135,-1.7e-09,39.6375,"Visean",18,19,1.7e-09,"Southern",1.592369,"tropical",40.4833903405601,"collection5","slope"
2245,"77.9_2245",73.55364759,"Rarefaction",0,0.699999902,43.99002113,35.29383725,52.68620501,77,77,45,0.72,0.714285714,0.511111111,22,17,3,3,0,0,0,0,0,0,77,5,2,77.9,46.62418421,2.653054191,43.99002113,"Campanian",19,18,2.653054191,"Northern",1.592369,"tropical",37.3760752426407,"collection5","slope"
2246,"30.6_2246",45.88499775,"Extrapolation",0,0.7,25.27037037,14.91249255,35.62824819,45,45,25,0.6948,0.688888889,0.44,14,6,2,2,1,0,0,0,0,0,45,12,1,30.6,46.12812202,5.366891719,25.27037037,"Rupelian",20,17,5.366891719,"Northern",4.782054,"tropical",17.8236728841088,"collection5","slope"
2246,"69.1_2246",48.51251213,"Rarefaction",0,0.69999995,28.60778512,24.54934924,32.666221,105,105,38,0.9157,0.914285714,0.763157895,9,8,11,6,1,3,0,0,0,0,105,8,3,69.1,46.12812202,5.366891719,28.60778512,"Maastrichtian",20,17,5.366891719,"Northern",4.782054,"tropical",19.1651075929705,"collection5","slope"
2247,"30.6_2247",75.21516653,"Extrapolation",0,0.7,33.84473684,0,72.24438187,38,38,21,0.6081,0.605263158,0.285714286,15,2,2,0,1,0,0,1,0,0,38,14,1,30.6,45.61629265,8.095024437,33.84473684,"Rupelian",21,16,8.095024437,"Northern",7.986719,"tropical",23.8713366465356,"collection5","slope"
2247,"416.32_2247",39.57672754,"Rarefaction",0,0.700000041,20.59939836,11.92237554,29.27642118,48,48,23,0.7327,0.729166667,0.434782609,13,4,2,0,3,1,0,0,0,0,48,7,2,416.32,45.61629265,8.095024437,20.59939836,"Lochkovian",21,16,8.095024437,"Northern",7.986719,"tropical",21.9133843824078,"collection5","slope"
2249,"1.29585_2249",214.0870836,"Rarefaction",0,0.699999995,115.0400732,95.96794236,134.1122041,253,253,126,0.736,0.735177866,0.468253968,67,26,14,11,3,2,3,0,0,0,253,11,2,1.29585,44.13950199,12.36526496,115.0400732,"Pleistocene",22,15,12.36526496,"Northern",11.216828,"tropical",45.0151388429484,"collection5","slope"
2250,"44.55_2250",26.54464539,"Rarefaction",0,0.699999971,15.1304747,7.272877225,22.98807218,42,42,19,0.7891,0.785714286,0.526315789,9,3,3,2,2,0,0,0,0,0,42,17,2,44.55,43.38847845,14.54902625,15.1304747,"Lutetian",23,14,14.54902625,"Northern",14.483604,"tropical",5.20612797104488,"collection5","slope"
2250,"69.1_2250",11.52914093,"Rarefaction",0,0.699999437,6.925391447,5.755328995,8.095453898,52,52,11,0.963,0.961538462,0.818181818,2,0,3,1,1,1,1,0,1,1,52,12,2,69.1,43.38847845,14.54902625,6.925391447,"Maastrichtian",23,14,14.54902625,"Northern",14.483604,"tropical",4.63950185756963,"collection5","slope"
2251,"1.29585_2251",116.1720277,"Rarefaction",0,0.699999976,64.4170716,50.28605734,78.54808586,136,136,70,0.7369,0.735294118,0.485714286,36,15,10,6,2,1,0,0,0,0,136,15,2,1.29585,42.62704572,16.76102353,64.4170716,"Pleistocene",24,13,16.76102353,"Northern",17.79942,"tropical",25.2063767109125,"collection5","slope"
2253,"296.21_2253",92.42544463,"Rarefaction",0,0.700000041,51.25994429,39.83468058,62.68520801,121,121,59,0.7533,0.752066116,0.491525424,30,9,13,3,2,2,0,0,0,0,121,13,13,296.21,41.06604853,21.2557406,51.25994429,"Asselian",25,12,21.2557406,"Northern",21.178301,"tropical",88.378971967105,"collection5","slope"
2254,"296.21_2254",4.753555613,"Rarefaction",0,0.699998786,3.126269862,1.585453712,4.667086011,8,8,4,0.8056,0.75,0.5,2,0,2,0,0,0,0,0,0,0,8,7,4,296.21,40.26257813,23.53094494,3.126269862,"Asselian",26,11,23.53094494,"Northern",24.63659,"tropical",5.39010567261198,"collection5","slope"
2254,"278.85_2254",6.300001199,"Rarefaction",0,0.700000133,4.433333733,1.861388196,7.00527927,9,9,5,0.9444,0.888888889,0.8,1,4,0,0,0,0,0,0,0,0,9,5,1,278.85,40.26257813,23.53094494,4.433333733,"Kungurian",26,11,23.53094494,"Northern",24.63659,"tropical",4.80523114125521,"collection5","slope"
2255,"296.21_2255",12.61520984,"Extrapolation",0,0.7,6.8,2.042547226,11.55745277,8,8,5,0.5435,0.5,0.2,4,0,0,1,0,0,0,0,0,0,8,5,3,296.21,39.44084078,25.81940078,6.8,"Asselian",26,11,25.81940078,"Northern",24.63659,"tropical",11.7241057847493,"collection5","slope"
2258,"270.65_2258",38.4721898,"Rarefaction",0,0.700000104,20.06824828,13.73179105,26.40470551,73,73,28,0.8242,0.821917808,0.535714286,13,6,3,3,1,0,0,1,0,0,73,36,9,270.65,36.83940232,32.7220234,20.06824828,"Roadian",28,9,32.7220234,"Northern",31.874494,"temperate",17.5610532328565,"collection5","slope"
2259,"278.85_2259",7.266231564,"Rarefaction",0,0.700000966,4.546455743,3.641647109,5.451264378,37,37,8,0.9211,0.918918919,0.625,3,0,0,0,1,2,0,1,1,0,37,16,4,278.85,35.91638956,35.02078039,4.546455743,"Kungurian",29,8,35.02078039,"Northern",35.709438,"temperate",4.92784257498672,"collection5","slope"
2259,"270.65_2259",67.60556825,"Extrapolation",0,0.7,36.7097561,18.54372625,54.87578594,41,41,27,0.567,0.56097561,0.333333333,18,5,3,1,0,0,0,0,0,0,41,14,7,270.65,35.91638956,35.02078039,36.7097561,"Roadian",29,8,35.02078039,"Northern",35.709438,"temperate",32.1234804374904,"collection5","slope"
226,"25.17_226",76.92166211,"Extrapolation",0,0.7,39.91568627,13.14100307,66.69036948,51,51,31,0.6117,0.607843137,0.35483871,20,5,4,1,1,0,0,0,0,0,51,9,1,25.17,-132.6914775,59.11432505,39.91568627,"Chattian",34,3,59.11432505,"Northern",59.588323,"temperate",28.8871536156565,"collection5","slope"
2260,"158.15_2260",67.02145365,"Extrapolation",0,0.7,38.32705882,14.37998866,62.27412899,34,34,25,0.4794,0.470588235,0.28,18,5,2,0,0,0,0,0,0,0,34,7,3,158.15,34.95925275,37.31109238,38.32705882,"Oxfordian",29,8,37.31109238,"Northern",35.709438,"temperate",39.596803327275,"collection5","slope"
2260,"286.7_2260",8.313807142,"Extrapolation",0,0.7,4.471428571,2.682128165,6.260728977,7,7,4,0.6327,0.571428571,0.25,3,0,0,1,0,0,0,0,0,0,7,7,3,286.7,34.95925275,37.31109238,4.471428571,"Artinskian",29,8,37.31109238,"Northern",35.709438,"temperate",6.60806173805391,"collection5","slope"
2261,"270.65_2261",104.5928107,"Extrapolation",0,0.7,53.5078125,28.45807641,78.55754859,64,64,39,0.5816,0.578125,0.307692308,27,7,3,1,0,0,0,0,0,1,64,31,5,270.65,33.96357163,39.58851829,53.5078125,"Roadian",30,7,39.58851829,"Northern",39.740101,"temperate",46.8228980714109,"collection5","slope"
2787,"253.021_2787",48.67903121,"Rarefaction",0,0.699999883,28.51459188,17.89818307,39.13100068,66,66,33,0.7755,0.772727273,0.545454545,15,6,9,3,0,0,0,0,0,0,66,10,6,253.021,88.74969343,-16.8594205,28.51459188,"Changhsingian",13,24,16.8594205,"Southern",17.79942,"tropical",35.8488710851467,"collection5","slope"
2271,"77.9_2271",7.74211378,"Rarefaction",0,0.699999641,4.470320305,1.185658365,7.754982246,20,20,7,0.8551,0.85,0.571428571,3,1,1,1,0,0,0,1,0,0,20,10,3,77.9,49.04921264,-1.335343626,4.470320305,"Campanian",18,19,1.335343626,"Southern",1.592369,"tropical",3.79820295117882,"collection5","slope"
2272,"390.71_2272",4.792961881,"Rarefaction",0,0.666666667,2.59765396,1.439510897,3.755797024,6,6,3,0.7619,0.666666667,0.333333333,2,0,0,1,0,0,0,0,0,0,6,5,1,390.71,49.04921264,1.335343624,2.59765396,"Eifelian",19,18,1.335343624,"Northern",1.592369,"tropical",2.45644545581229,"collection5","slope"
2275,"12.725_2275",37.77351714,"Extrapolation",0,0.7,22.31290323,8.590531579,36.03527487,31,31,20,0.6254,0.612903226,0.4,12,6,1,1,0,0,0,0,0,0,31,6,1,12.725,47.47975313,9.367527449,22.31290323,"Serravallian",21,16,9.367527449,"Northern",7.986719,"tropical",8.37329483892132,"collection5","slope"
2276,"402.045_2276",6.525664633,"Rarefaction",0,0.875,1.815708079,1.086879694,2.544536464,8,8,2,1,0.875,0.5,1,0,0,0,0,0,1,0,0,0,8,8,2,402.045,46.95387714,12.07689872,1.815708079,"Emsian",22,15,12.07689872,"Northern",11.216828,"tropical",1.673096247635,"collection5","slope"
2282,"291.81_2282",24.30349842,"Rarefaction",0,0.699999933,11.56429288,4.260813479,18.86777229,37,37,15,0.7612,0.756756757,0.4,9,3,0,1,1,0,0,0,0,0,37,33,12,291.81,42.34719376,25.32668776,11.56429288,"Sakmarian",26,11,25.32668776,"Northern",24.63659,"tropical",24.8184790033369,"collection5","slope"
2283,"286.7_2283",12.11573522,"Extrapolation",0,0.7,7.142857143,0,14.42709164,7,7,5,0.4857,0.428571429,0.2,4,0,1,0,0,0,0,0,0,0,7,7,5,286.7,41.54713164,27.63160486,7.142857143,"Artinskian",27,10,27.63160486,"Northern",28.1939,"tropical",10.5560091674432,"collection5","slope"
2287,"278.85_2287",103.22448,"Rarefaction",0,0.700000017,55.04593608,45.89558851,64.19628364,180,180,73,0.8177,0.816666667,0.547945205,33,16,11,4,1,1,4,1,1,1,180,109,11,278.85,38.1987616,36.92314123,55.04593608,"Kungurian",29,8,36.92314123,"Northern",35.709438,"temperate",59.6635539260811,"collection5","slope"
2287,"134.825_2287",10.4000103,"Rarefaction",0,0.70000034,6.070332896,2.748232858,9.392432934,14,14,7,0.8143,0.785714286,0.571428571,3,3,0,0,1,0,0,0,0,0,14,7,2,134.825,38.1987616,36.92314123,6.070332896,"Valanginian",29,8,36.92314123,"Northern",35.709438,"temperate",18.5252427249122,"collection5","slope"
2288,"216.5_2288",39.15020799,"Rarefaction",0,0.69999987,21.68717605,17.71201156,25.66234055,128,128,35,0.9225,0.921875,0.714285714,10,5,6,7,1,1,0,2,0,0,128,28,3,216.5,37.31427608,39.23416111,21.68717605,"Norian",30,7,39.23416111,"Northern",39.740101,"temperate",25.422775325908,"collection5","slope"
2288,"278.85_2288",84.27401925,"Rarefaction",0,0.69999999,42.09003975,34.64021195,49.53986754,219,219,68,0.8773,0.876712329,0.602941176,27,15,11,5,4,1,0,0,0,0,219,179,10,278.85,37.31427608,39.23416111,42.09003975,"Kungurian",30,7,39.23416111,"Northern",39.740101,"temperate",45.6208311677242,"collection5","slope"
