"cell","tsbin","t","Method","Order.q","SC","qD","qD.LCL","qD.UCL","nT","nOcc","Sobs","Chat","GoodU","Mrate","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","occurrence_no","collection_no","reference_no","bin_midpoint","cell_lng","cell_lat","qD_raw","stage","bin_index","bin","abs_lat","hemisphere","abs_lat_bin_mid","lat_zone","qD_normalized","slope_filter_id","data_role","qc_name"
60,"9.438_60",74.8015908654733,"Rarefaction",0,0.70000000005327,39.5630446891306,31.0259737799719,48.1001155982894,87,87,43,0.7385,0.735632183908046,0.465116279069767,23,11,5,0,1,1,1,0,1,0,87,29,9,9.438,-115.949954664769,39.9669493003146,39.5630446891306,"Tortonian",10,3,39.9669493003146,"Northern",35.905157,"temperate",20.7749537290716,"occurrence5","QC","occurrence5_k1_tropical_temperate"
600,"425.85_600",352.344812693316,"Rarefaction",0,0.699999984291983,191.088405450061,171.892035259847,210.284775640275,376,376,198,0.7161,0.715425531914894,0.45959595959596,107,46,22,14,4,3,0,1,1,0,376,25,18,425.85,53.7494371032714,-50.7134130200548,191.088405450061,"Gorstian",2,11,50.7134130200548,"Southern",49.126503,"temperate",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
600,"256.825_600",30.0787409769483,"Rarefaction",0,0.700000019485433,16.5530115538505,10.68461138788,22.421411719821,48,48,21,0.7952,0.791666666666667,0.523809523809524,10,4,3,2,1,0,0,1,0,0,48,10,6,256.825,53.7494371032714,-50.7134130200548,16.5530115538505,"Wuchiapingian",2,11,50.7134130200548,"Southern",49.126503,"temperate",22.4183943127834,"occurrence5","QC","occurrence5_k1_tropical_temperate"
600,"423.85_600",186.318454490853,"Rarefaction",0,0.700000006952446,96.6034435361535,81.3205864165718,111.886300655735,459,459,156,0.8303,0.830065359477124,0.5,78,21,18,8,6,5,7,4,1,1,459,53,13,423.85,53.7494371032714,-50.7134130200548,96.6034435361535,"Ludfordian",2,11,50.7134130200548,"Southern",49.126503,"temperate",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
600,"421.16_600",126.005935636278,"Rarefaction",0,0.699999996875311,65.8790940977001,52.2904997666209,79.4676884287793,269,269,99,0.8108,0.810408921933085,0.484848484848485,51,13,10,7,4,4,4,2,2,1,269,34,15,421.16,53.7494371032714,-50.7134130200548,65.8790940977001,"Pridoli",2,11,50.7134130200548,"Southern",49.126503,"temperate",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"232.15_601",3.27086475197914,"Rarefaction",0,0.699997527828821,2.31755358697709,1.60806026243474,3.02704691151944,9,9,3,1,1,1,0,1,1,1,0,0,0,0,0,0,9,8,2,232.15,55.1606454510228,-42.977783325378,2.31755358697709,"Carnian",2,11,42.977783325378,"Southern",49.126503,"temperate",1.32127144131876,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"291.81_601",20.8558443532574,"Rarefaction",0,0.699999971057809,12.2019698325547,10.6744240352836,13.7295156298259,132,132,20,0.9926,0.992424242424242,0.95,1,2,5,0,1,0,3,1,2,2,132,42,7,291.81,55.1606454510228,-42.977783325378,12.2019698325547,"Sakmarian",2,11,42.977783325378,"Southern",49.126503,"temperate",22.0992269248075,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"265.59_601",40.1792064606962,"Rarefaction",0,0.700000004435232,22.0177292500011,19.964375414691,24.0710830853113,592,592,66,0.9561,0.956081081081081,0.606060606060606,26,6,4,1,2,0,3,5,0,2,592,113,16,265.59,55.1606454510228,-42.977783325378,22.0177292500011,"Wordian",2,11,42.977783325378,"Southern",49.126503,"temperate",28.0791739377379,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"286.7_601",18.0864581022668,"Extrapolation",0,0.7,8.73076923076923,2.49314967572844,14.96838878581,13,13,7,0.6308,0.615384615384615,0.285714285714286,5,0,0,2,0,0,0,0,0,0,13,6,1,286.7,55.1606454510228,-42.977783325378,8.73076923076923,"Artinskian",2,11,42.977783325378,"Southern",49.126503,"temperate",11.7200546830442,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"250.901_601",25.559381143031,"Rarefaction",0,0.700000475754586,14.2666459572762,10.7610490786464,17.772242835906,43,43,18,0.8678,0.86046511627907,0.666666666666667,6,7,3,0,1,0,0,0,1,0,43,30,9,250.901,55.1606454510228,-42.977783325378,14.2666459572762,"Induan",2,11,42.977783325378,"Southern",49.126503,"temperate",48.8765323955249,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"261.895_601",57.0669896901448,"Rarefaction",0,0.699999944058412,31.0254689274092,26.1894514923635,35.861486362455,264,264,64,0.8903,0.890151515151515,0.546875,29,6,4,7,2,0,2,3,1,4,264,61,13,261.895,55.1606454510228,-42.977783325378,31.0254689274092,"Capitanian",2,11,42.977783325378,"Southern",49.126503,"temperate",26.5068666340215,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"411.82_601",410.412005582933,"Rarefaction",0,0.700000011188211,215.224783847192,196.608734029727,233.840833664657,654,654,276,0.7908,0.790519877675841,0.503623188405797,137,56,31,16,12,5,10,2,3,1,654,55,36,411.82,55.1606454510228,-42.977783325378,215.224783847192,"Pragian",2,11,42.977783325378,"Southern",49.126503,"temperate",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"253.021_601",87.4767624641724,"Rarefaction",0,0.699999978313642,45.3488309402547,39.8724610548011,50.8252008257084,468,468,97,0.9253,0.925213675213675,0.639175257731959,35,13,10,7,9,4,2,3,0,2,468,104,28,253.021,55.1606454510228,-42.977783325378,45.3488309402547,"Changhsingian",2,11,42.977783325378,"Southern",49.126503,"temperate",55.4167614294521,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"416.32_601",203.425447047468,"Rarefaction",0,0.699999989135176,109.339041820682,95.5003349587706,123.177748682594,482,482,167,0.8467,0.846473029045643,0.55688622754491,74,24,24,11,9,8,6,4,1,4,482,38,23,416.32,55.1606454510228,-42.977783325378,109.339041820682,"Lochkovian",2,11,42.977783325378,"Southern",49.126503,"temperate",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"77.9_601",9.20967868481307,"Rarefaction",0,0.727272727272727,6.45425263657178,1.9699606575037,10.9385446156399,11,11,7,0.7847,0.727272727272727,0.571428571428571,3,4,0,0,0,0,0,0,0,0,11,4,2,77.9,55.1606454510228,-42.977783325378,6.45425263657178,"Campanian",2,11,42.977783325378,"Southern",49.126503,"temperate",3.55777029372568,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"402.045_601",159.780833192176,"Rarefaction",0,0.700000001211977,83.0893688692978,69.330167277666,96.8485704609295,233,233,102,0.7776,0.776824034334764,0.490196078431373,52,22,12,5,3,1,1,4,1,0,233,29,6,402.045,55.1606454510228,-42.977783325378,83.0893688692978,"Emsian",2,11,42.977783325378,"Southern",49.126503,"temperate",55.6877124235058,"occurrence5","QC","occurrence5_k1_tropical_temperate"
601,"256.825_601",76.3067997622183,"Rarefaction",0,0.699999943051982,40.8142679674053,39.0924099807689,42.5361259540417,3381,3381,172,0.984,0.984028393966282,0.686046511627907,54,15,9,10,10,4,4,5,2,2,3381,481,35,256.825,55.1606454510228,-42.977783325378,40.8142679674053,"Wuchiapingian",2,11,42.977783325378,"Southern",49.126503,"temperate",55.276367681146,"occurrence5","QC","occurrence5_k1_tropical_temperate"
602,"248.3_602",8.13859744742951,"Rarefaction",0,0.69999975860398,4.58963231969049,2.50392881997604,6.67533581940495,25,25,8,0.8892,0.88,0.625,3,3,0,0,0,0,1,0,1,0,25,13,2,248.3,56.2500000035893,-35.2643896777706,4.58963231969049,"Olenekian",3,10,35.2643896777706,"Southern",35.905157,"temperate",24.293039847318,"occurrence5","QC","occurrence5_k1_tropical_temperate"
602,"169.55_602",10.9999347603829,"Rarefaction",0,1,1,1,1,11,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,11,1,169.55,56.2500000035893,-35.2643896777706,1,"Bajocian",3,10,35.2643896777706,"Southern",35.905157,"temperate",0.734951555481382,"occurrence5","QC","occurrence5_k1_tropical_temperate"
602,"265.59_602",28.6523936154385,"Rarefaction",0,0.699999901917827,15.5143989706432,13.3975018926581,17.6312960486283,254,254,44,0.9334,0.933070866141732,0.613636363636364,17,10,3,1,1,1,1,0,1,0,254,93,9,265.59,56.2500000035893,-35.2643896777706,15.5143989706432,"Wordian",3,10,35.2643896777706,"Southern",35.905157,"temperate",19.7854875173438,"occurrence5","QC","occurrence5_k1_tropical_temperate"
602,"270.65_602",11.3367361146076,"Rarefaction",0,0.699999636860109,7.0862748026783,4.79192174016933,9.38062786518726,22,22,9,0.9205,0.909090909090909,0.777777777777778,2,3,2,2,0,0,0,0,0,0,22,9,2,270.65,56.2500000035893,-35.2643896777706,7.0862748026783,"Roadian",3,10,35.2643896777706,"Southern",35.905157,"temperate",6.20096220163863,"occurrence5","QC","occurrence5_k1_tropical_temperate"
603,"296.21_603",11.8736744394455,"Rarefaction",0,0.699999372164911,7.77934596435133,4.96543240771477,10.5932595209879,19,19,9,0.9684,0.947368421052632,0.888888888888889,1,6,2,0,0,0,0,0,0,0,19,9,1,296.21,57.707335327312,-27.605002640299,7.77934596435133,"Asselian",4,9,27.605002640299,"Southern",24.73561,"tropical",12.6167574351053,"occurrence5","QC","occurrence5_k1_tropical_temperate"
603,"278.85_603",20.4000806532256,"Rarefaction",0,0.700000023537813,11.7365061806529,7.0977429077455,16.3752694535603,51,51,18,0.8447,0.843137254901961,0.555555555555556,8,2,2,1,1,4,0,0,0,0,51,11,2,278.85,57.707335327312,-27.605002640299,11.7365061806529,"Kungurian",4,9,27.605002640299,"Southern",24.73561,"tropical",12.0106436483074,"occurrence5","QC","occurrence5_k1_tropical_temperate"
603,"270.65_603",149.812672261937,"Extrapolation",0,0.7,70.6087850467284,17.7445282379822,123.473041855475,107,107,57,0.6644,0.663551401869159,0.368421052631579,36,5,7,6,2,1,0,0,0,0,107,16,6,270.65,57.707335327312,-27.605002640299,70.6087850467284,"Roadian",4,9,27.605002640299,"Southern",24.73561,"tropical",61.7873875019502,"occurrence5","QC","occurrence5_k1_tropical_temperate"
603,"250.901_603",9.84099522087462,"Rarefaction",0,0.700000468713641,5.86148327792072,4.74848110232852,6.97448545351291,74,74,13,0.9194,0.918918918918919,0.538461538461538,6,0,0,0,2,1,0,0,0,1,74,25,6,250.901,57.707335327312,-27.605002640299,5.86148327792072,"Induan",4,9,27.605002640299,"Southern",24.73561,"tropical",20.0810322325975,"occurrence5","QC","occurrence5_k1_tropical_temperate"
604,"265.59_604",29.5369046094021,"Rarefaction",0,0.699999820400376,17.2309110139322,14.7440040476592,19.7178179802052,87,87,25,0.9558,0.954022988505747,0.84,4,7,3,3,4,2,1,0,1,0,87,19,3,265.59,58.9785640598466,-19.8969093963752,17.2309110139322,"Wordian",4,9,19.8969093963752,"Southern",24.73561,"tropical",21.9745525059475,"occurrence5","QC","occurrence5_k1_tropical_temperate"
604,"365.505_604",7.87496627947567,"Rarefaction",0,0.699997002620059,5.46387615002414,2.5611710492579,8.36658125079038,10,10,6,0.8615,0.8,0.666666666666667,2,4,0,0,0,0,0,0,0,0,10,5,2,365.505,58.9785640598466,-19.8969093963752,5.46387615002414,"Famennian",4,9,19.8969093963752,"Southern",24.73561,"tropical",6.35395991071708,"occurrence5","QC","occurrence5_k1_tropical_temperate"
605,"146.15_605",26.2152617149076,"Rarefaction",0,0.699999999066385,13.45462030547,9.97329761225416,16.9359429986857,115,115,27,0.9136,0.91304347826087,0.62962962962963,10,4,3,3,3,0,1,0,0,1,115,75,11,146.15,11.2500000894325,-86.3874557702248,13.45462030547,"Tithonian",1,12,86.3874557702248,"Southern",73.221345,"polar",19.4911574781345,"occurrence5","QC","occurrence5_k1_tropical_temperate"
605,"402.045_605",11.9999956629689,"Rarefaction",0,0.692307596988327,7.40659195297309,2.68368053704354,12.1295033689026,14,14,8,0.7347,0.714285714285714,0.5,4,2,2,0,0,0,0,0,0,0,14,5,1,402.045,11.2500000894325,-86.3874557702248,7.40659195297309,"Emsian",1,12,86.3874557702248,"Southern",73.221345,"polar",4.96400644665173,"occurrence5","QC","occurrence5_k1_tropical_temperate"
606,"163.4_606",65.4053432303781,"Rarefaction",0,0.701492537313429,35.5215624699787,23.3390781751848,47.7040467647726,67,67,36,0.7055,0.701492537313433,0.444444444444444,20,9,2,4,0,0,1,0,0,0,67,18,9,163.4,55.4151075757458,-79.8413809614323,35.5215624699787,"Callovian",1,12,79.8413809614323,"Southern",73.221345,"polar",59.2744024614211,"occurrence5","QC","occurrence5_k1_tropical_temperate"
606,"179.45_606",16.6250167214394,"Rarefaction",0,0.700000704060605,11.1513212459433,4.6220507497181,17.6805917421686,20,20,12,0.8348,0.8,0.666666666666667,4,8,0,0,0,0,0,0,0,0,20,2,6,179.45,55.4151075757458,-79.8413809614323,11.1513212459433,"Toarcian",1,12,79.8413809614323,"Southern",73.221345,"polar",25.0083260493638,"occurrence5","QC","occurrence5_k1_tropical_temperate"
606,"158.15_606",26.4358206331411,"Rarefaction",0,0.699999918320154,13.6918650455213,10.5022779246449,16.8814521663976,211,211,38,0.9243,0.924170616113744,0.578947368421053,16,3,7,1,2,1,1,2,0,0,211,85,11,158.15,55.4151075757458,-79.8413809614323,13.6918650455213,"Oxfordian",1,12,79.8413809614323,"Southern",73.221345,"polar",12.730422908469,"occurrence5","QC","occurrence5_k1_tropical_temperate"
606,"152_606",13.1928400571302,"Rarefaction",0,0.699999752851769,7.51278777666424,4.23170958527309,10.7938659680554,36,36,12,0.8642,0.861111111111111,0.583333333333333,5,2,1,1,1,1,0,0,1,0,36,28,6,152,55.4151075757458,-79.8413809614323,7.51278777666424,"Kimmeridgian",1,12,79.8413809614323,"Southern",73.221345,"polar",4.96714682494589,"occurrence5","QC","occurrence5_k1_tropical_temperate"
606,"166.75_606",40.0448981290546,"Rarefaction",0,0.700000008352421,18.3134980148519,12.0701346487833,24.5568613809204,84,84,29,0.8118,0.80952380952381,0.448275862068966,16,8,1,0,0,0,1,0,0,0,84,39,5,166.75,55.4151075757458,-79.8413809614323,18.3134980148519,"Bathonian",1,12,79.8413809614323,"Southern",73.221345,"polar",14.9761837166227,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"463.8_607",99.8077982282336,"Extrapolation",0,0.7,60.9637931034477,26.5465396877132,95.3810465191823,58,58,44,0.4727,0.46551724137931,0.295454545454545,31,12,1,0,0,0,0,0,0,0,58,6,9,463.8,64.8482557405747,-71.9435853461596,60.9637931034477,"Darriwilian",1,12,71.9435853461596,"Southern",73.221345,"polar",52.2991624865091,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"455.5_607",109.15855056508,"Extrapolation",0,0.7,61.9238297872338,39.8470724484696,84.000587125998,94,94,57,0.6523,0.648936170212766,0.421052631578947,33,15,6,2,1,0,0,0,0,0,94,18,13,455.5,64.8482557405747,-71.9435853461596,61.9238297872338,"Sandbian",1,12,71.9435853461596,"Southern",73.221345,"polar",50.6765358438141,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"188.55_607",17.9274722901322,"Rarefaction",0,0.699999917639256,10.1200375145825,7.25975058403219,12.9803244451327,53,53,17,0.8708,0.867924528301887,0.588235294117647,7,4,1,0,0,1,3,1,0,0,53,18,5,188.55,64.8482557405747,-71.9435853461596,10.1200375145825,"Pliensbachian",1,12,71.9435853461596,"Southern",73.221345,"polar",20.4443608831964,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"196.2_607",27.4217363788275,"Rarefaction",0,0.700000057643568,14.4210722865206,10.6382658818679,18.2038786911733,158,158,36,0.8929,0.892405063291139,0.527777777777778,17,6,3,0,3,0,1,0,0,1,158,89,9,196.2,64.8482557405747,-71.9435853461596,14.4210722865206,"Sinemurian",1,12,71.9435853461596,"Southern",73.221345,"polar",27.2881980397103,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"200.45_607",9.72161712662567,"Rarefaction",0,0.6999994728835,5.67037953689514,4.20046646952629,7.14029260426399,82,82,15,0.9149,0.914634146341463,0.533333333333333,7,1,1,2,0,0,0,0,0,0,82,56,7,200.45,64.8482557405747,-71.9435853461596,5.67037953689514,"Hettangian",1,12,71.9435853461596,"Southern",73.221345,"polar",11.9130124108213,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"169.55_607",6.02314061946702,"Rarefaction",0,0.700000327343549,3.85180278793439,2.61731931865835,5.08628625721042,27,27,6,0.9656,0.962962962962963,0.833333333333333,1,1,0,0,2,1,0,1,0,0,27,15,2,169.55,64.8482557405747,-71.9435853461596,3.85180278793439,"Bajocian",1,12,71.9435853461596,"Southern",73.221345,"polar",2.8308884503999,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"179.45_607",4.68022800264628,"Rarefaction",0,0.699999312955174,2.89003428224513,2.49182332509825,3.28824523939202,221,221,11,0.982,0.981900452488688,0.636363636363636,4,0,1,0,0,1,0,0,0,1,221,115,5,179.45,64.8482557405747,-71.9435853461596,2.89003428224513,"Toarcian",1,12,71.9435853461596,"Southern",73.221345,"polar",6.48128755599414,"occurrence5","QC","occurrence5_k1_tropical_temperate"
607,"203.55_607",8.09066146849976,"Rarefaction",0,0.69999938618977,4.56253946888356,3.56299074554814,5.56208819221899,133,133,11,1,1,1,0,1,1,1,2,1,0,1,2,0,133,98,7,203.55,64.8482557405747,-71.9435853461596,4.56253946888356,"Rhaetian",1,12,71.9435853461596,"Southern",73.221345,"polar",8.71917051892856,"occurrence5","QC","occurrence5_k1_tropical_temperate"
608,"203.55_608",12.0628493102567,"Rarefaction",0,0.699999963449672,6.73834343157911,3.82341891731801,9.65326794584021,70,70,16,0.8861,0.885714285714286,0.5,8,1,1,2,0,1,0,0,0,0,70,46,8,203.55,63.9508015946499,-63.750052708828,6.73834343157911,"Rhaetian",1,12,63.750052708828,"Southern",73.221345,"polar",12.8772070457107,"occurrence5","QC","occurrence5_k1_tropical_temperate"
608,"439.55_608",112.807234909966,"Extrapolation",0,0.7,65.2034042553189,48.620821796718,81.7859867139198,94,94,59,0.6417,0.638297872340426,0.423728813559322,34,15,10,0,0,0,0,0,0,0,94,3,3,439.55,63.9508015946499,-63.750052708828,65.2034042553189,"Aeronian",1,12,63.750052708828,"Southern",73.221345,"polar",80.1767626741352,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"291.81_609",97.6265997158257,"Extrapolation",0,0.7,52.6977528089885,37.5903024073821,67.805203210595,89,89,50,0.6769,0.674157303370786,0.42,29,11,6,1,2,1,0,0,0,0,89,22,9,291.81,64.0635233781597,-55.7795906865042,52.6977528089885,"Sakmarian",2,11,55.7795906865042,"Southern",49.126503,"temperate",95.4419338626918,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"250.901_609",2.9893758466979,"Rarefaction",0,0.699998889470854,2.11606651503378,1.85643683767589,2.37569619239167,23,23,3,1,1,1,0,0,0,0,1,0,0,1,0,1,23,11,1,250.901,64.0635233781597,-55.7795906865042,2.11606651503378,"Induan",2,11,55.7795906865042,"Southern",49.126503,"temperate",7.24949605414335,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"423.85_609",36.9882109438116,"Extrapolation",0,0.7,20.9307692307693,0,44.1939996362455,26,26,17,0.5889,0.576923076923077,0.352941176470588,11,4,1,1,0,0,0,0,0,0,26,6,4,423.85,64.0635233781597,-55.7795906865042,20.9307692307693,"Ludfordian",2,11,55.7795906865042,"Southern",49.126503,"temperate",21.6666906112265,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"428.65_609",223.907214750101,"Rarefaction",0,0.699999969388138,122.995507793776,106.901227204826,139.089788382727,378,378,159,0.8153,0.814814814814815,0.559748427672956,70,32,26,12,6,9,1,1,1,1,378,20,7,428.65,64.0635233781597,-55.7795906865042,122.995507793776,"Homerian",2,11,55.7795906865042,"Southern",49.126503,"temperate",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"431.75_609",167.497139223703,"Extrapolation",0,0.7,85.7514197212191,63.4713303346249,108.031509107813,149,149,80,0.679,0.677852348993289,0.4,48,13,7,9,1,1,1,0,0,0,149,13,8,431.75,64.0635233781597,-55.7795906865042,85.7514197212191,"Sheinwoodian",2,11,55.7795906865042,"Southern",49.126503,"temperate",91.6751091817108,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"421.16_609",9.45288765060286,"Extrapolation",0,0.7,5.4875,0.252959586296994,10.722040413703,8,8,5,0.6576,0.625,0.4,3,1,1,0,0,0,0,0,0,0,8,4,2,421.16,64.0635233781597,-55.7795906865042,5.4875,"Pridoli",2,11,55.7795906865042,"Southern",49.126503,"temperate",8.32965309429107,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"319.3_609",23.6968822509427,"Rarefaction",0,0.699999893988946,13.1388391237237,9.45950842677314,16.8181698206743,58,58,20,0.8644,0.862068965517241,0.6,8,4,2,2,1,1,1,0,0,1,58,12,1,319.3,64.0635233781597,-55.7795906865042,13.1388391237237,"Bashkirian",2,11,55.7795906865042,"Southern",49.126503,"temperate",21.2956667815037,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"256.825_609",77.4420004643012,"Rarefaction",0,0.699999984495476,38.151915088761,31.1691200505074,45.1347101270146,314,314,80,0.8856,0.885350318471338,0.55,36,12,10,7,5,0,0,0,1,1,314,76,15,256.825,64.0635233781597,-55.7795906865042,38.151915088761,"Wuchiapingian",2,11,55.7795906865042,"Southern",49.126503,"temperate",51.6706385098075,"occurrence5","QC","occurrence5_k1_tropical_temperate"
609,"253.021_609",91.1507036693364,"Rarefaction",0,0.700000004647466,48.7013403058633,42.2109199462474,55.1917606654792,367,367,89,0.9157,0.915531335149864,0.651685393258427,31,9,13,9,9,4,1,3,0,3,367,68,16,253.021,64.0635233781597,-55.7795906865042,48.7013403058633,"Changhsingian",2,11,55.7795906865042,"Southern",49.126503,"temperate",59.513564100037,"occurrence5","QC","occurrence5_k1_tropical_temperate"
61,"35.805_61",92.7445994259181,"Rarefaction",0,0.700000013572037,50.8774163863556,47.0746779422224,54.6801548304889,982,982,135,0.9491,0.94908350305499,0.62962962962963,50,20,4,5,4,6,2,1,5,2,982,112,21,35.805,-107.033661995356,44.0906280650512,50.8774163863556,"Priabonian",11,2,44.0906280650512,"Northern",49.126503,"temperate",21.9473043830916,"occurrence5","QC","occurrence5_k1_tropical_temperate"
61,"44.55_61",91.1177772826349,"Rarefaction",0,0.699999953798384,49.9968283724953,44.8711461392637,55.1225106057269,356,356,87,0.9271,0.926966292134832,0.701149425287356,26,10,17,6,8,2,5,2,2,2,356,32,5,44.55,-107.033661995356,44.0906280650512,49.9968283724953,"Lutetian",11,2,44.0906280650512,"Northern",49.126503,"temperate",17.3957886063007,"occurrence5","QC","occurrence5_k1_tropical_temperate"
61,"39.37_61",127.156146976439,"Rarefaction",0,0.700000014791006,68.5469342378314,61.2613284186312,75.8325400570317,424,424,117,0.9107,0.910377358490566,0.675213675213675,38,26,15,6,8,3,5,4,3,2,424,59,13,39.37,-107.033661995356,44.0906280650512,68.5469342378314,"Bartonian",11,2,44.0906280650512,"Northern",49.126503,"temperate",22.8030782195043,"occurrence5","QC","occurrence5_k1_tropical_temperate"
61,"52.035_61",152.057843578302,"Rarefaction",0,0.700000009169381,78.3984432933183,71.457458698434,85.3394278882025,651,651,151,0.9326,0.932411674347158,0.708609271523179,44,37,18,13,7,6,3,4,2,3,651,82,22,52.035,-107.033661995356,44.0906280650512,78.3984432933183,"Ypresian",11,2,44.0906280650512,"Northern",49.126503,"temperate",37.4625296472678,"occurrence5","QC","occurrence5_k1_tropical_temperate"
610,"244.082_610",26.4125373316113,"Extrapolation",0,0.7,13.1028985507246,1.66196897800148,24.5438281234478,23,23,12,0.6636,0.652173913043478,0.333333333333333,8,3,0,0,0,0,0,0,1,0,23,10,4,244.082,64.0399519253914,-47.8962635956082,13.1028985507246,"Anisian",2,11,47.8962635956082,"Southern",49.126503,"temperate",13.0721704617165,"occurrence5","QC","occurrence5_k1_tropical_temperate"
610,"248.3_610",9.33442483278019,"Rarefaction",0,0.699999615759468,5.59594264048792,2.80540816300146,8.38647711797437,15,15,7,0.8174,0.8,0.571428571428571,3,2,0,2,0,0,0,0,0,0,15,11,1,248.3,64.0399519253914,-47.8962635956082,5.59594264048792,"Olenekian",2,11,47.8962635956082,"Southern",49.126503,"temperate",29.6194658045824,"occurrence5","QC","occurrence5_k1_tropical_temperate"
610,"250.901_610",10.866239401436,"Extrapolation",0,0.7,7.3,0.136128409688975,14.463871590311,10,10,7,0.6571,0.6,0.428571428571429,4,3,0,0,0,0,0,0,0,0,10,3,2,250.901,64.0399519253914,-47.8962635956082,7.3,"Induan",2,11,47.8962635956082,"Southern",49.126503,"temperate",25.0092900290526,"occurrence5","QC","occurrence5_k1_tropical_temperate"
610,"291.81_610",20.3820121110594,"Rarefaction",0,0.699999892530069,11.5925671084192,9.80380192306561,13.3813322937729,119,119,21,0.9582,0.957983193277311,0.761904761904762,5,0,4,1,3,1,1,3,0,0,119,40,2,291.81,64.0399519253914,-47.8962635956082,11.5925671084192,"Sakmarian",2,11,47.8962635956082,"Southern",49.126503,"temperate",20.9955256967209,"occurrence5","QC","occurrence5_k1_tropical_temperate"
610,"256.825_610",136.980974710217,"Rarefaction",0,0.699999965714876,73.8254925522225,61.0917067452494,86.5592783591957,184,184,86,0.7785,0.777173913043478,0.523255813953488,41,23,13,3,1,1,1,1,0,2,184,37,19,256.825,64.0399519253914,-47.8962635956082,73.8254925522225,"Wuchiapingian",2,11,47.8962635956082,"Southern",49.126503,"temperate",99.9847669402605,"occurrence5","QC","occurrence5_k1_tropical_temperate"
610,"253.021_610",47.9906805591378,"Rarefaction",0,0.699999966930793,24.7802895786589,21.6330787541708,27.927500403147,443,443,67,0.955,0.954853273137698,0.701492537313433,20,13,9,3,2,0,3,3,0,0,443,122,10,253.021,64.0399519253914,-47.8962635956082,24.7802895786589,"Changhsingian",2,11,47.8962635956082,"Southern",49.126503,"temperate",30.2817816305446,"occurrence5","QC","occurrence5_k1_tropical_temperate"
611,"250.901_611",4.28695560556054,"Rarefaction",0,0.699999060492825,2.76641185267352,2.04427753551833,3.48854616982871,20,20,5,0.9095,0.9,0.6,2,0,0,1,1,0,0,0,1,0,20,14,4,250.901,64.0500453418388,-39.9669492965392,2.76641185267352,"Induan",3,10,39.9669492965392,"Southern",35.905157,"temperate",9.47753374840012,"occurrence5","QC","occurrence5_k1_tropical_temperate"
611,"244.082_611",26.2931214893315,"Rarefaction",0,0.700000038893897,14.6192578714601,8.46753204514166,20.7709836977785,40,40,18,0.8062,0.8,0.555555555555556,8,5,2,1,0,2,0,0,0,0,40,10,4,244.082,64.0500453418388,-39.9669492965392,14.6192578714601,"Anisian",3,10,39.9669492965392,"Southern",35.905157,"temperate",14.5849737124729,"occurrence5","QC","occurrence5_k1_tropical_temperate"
611,"261.895_611",26.6198873105521,"Rarefaction",0,0.700000090326774,13.7078560672142,9.20754388467608,18.2081682497523,49,49,19,0.8205,0.816326530612245,0.526315789473684,9,5,1,2,0,0,0,1,0,0,49,16,1,261.895,64.0500453418388,-39.9669492965392,13.7078560672142,"Capitanian",3,10,39.9669492965392,"Southern",35.905157,"temperate",11.7114204933421,"occurrence5","QC","occurrence5_k1_tropical_temperate"
612,"338.5_612",11.5261541355715,"Rarefaction",0,0.699999906760079,6.97653926697119,1.97692987665488,11.9761486572875,20,20,9,0.8051,0.8,0.555555555555556,4,1,2,2,0,0,0,0,0,0,20,5,1,338.5,64.58952795359,-31.8079668168715,6.97653926697119,"Visean",3,10,31.8079668168715,"Southern",35.905157,"temperate",4.80259012838874,"occurrence5","QC","occurrence5_k1_tropical_temperate"
